id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
882,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
352,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,3780000
702,2817,4,2,2,no,yes,yes,no,no,1,no,furnished,5495000
660,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,6020000
338,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
593,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
393,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
482,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,2940000
276,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
195,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,4970000
692,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
60,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
436,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
826,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
14,7800,3,2,2,yes,no,no,no,no,0,yes,semi-furnished,9240000
803,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4480000
174,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
287,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4200000
10,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
790,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,4550000
931,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,3535000
493,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
754,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,4900000
1038,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
346,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
772,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
476,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
843,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,4200000
377,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
495,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,2730000
939,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
606,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,7070000
655,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
638,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
1059,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
20,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
738,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,5033000
539,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,1855000
1086,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1767150
718,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
1061,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
339,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
730,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,5110000
444,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
480,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,2940000
520,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,2450000
586,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,7840000
53,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,7350000
1020,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2961000
880,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,3920000
583,6000,3,1,4,yes,yes,no,no,yes,2,no,unfurnished,7962500
870,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4007500
717,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,5250000
688,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
940,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
813,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4382000
919,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,3640000
203,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
1025,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,2940000
776,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
229,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
671,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,5880000
484,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,2870000
645,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6230000
82,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,6615000
906,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
731,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,5110000
233,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,4620000
114,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
646,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
711,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,5320000
864,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,4060000
364,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
199,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
727,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,5145000
591,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,7525000
928,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
281,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
575,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
614,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,6790000
73,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
471,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,3010000
651,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
198,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,4935000
677,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
531,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
210,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,4900000
885,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
205,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
828,4360,4,1,2,yes,no,no,no,no,0,no,furnished,4270000
357,6930,4,1,2,no,no,no,no,no,1,no,furnished,3773000
283,4360,4,1,2,yes,no,no,no,no,0,no,furnished,4270000
604,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,7210000
7,16200,5,3,2,yes,no,no,no,no,0,no,unfurnished,10150000
5,7500,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,10850000
387,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
277,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
761,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,4830000
26,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
496,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
957,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
806,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4473000
747,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
570,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,8540000
915,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
659,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
328,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,3990000
222,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,4760000
239,4000,3,1,2,yes,no,no,no,no,1,no,furnished,4585000
934,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
351,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3780000
936,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
166,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,5320000
682,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
150,5136,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished,5600000
419,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,3360000
798,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,4515000
62,6240,4,2,2,yes,no,no,no,yes,1,no,furnished,7070000
639,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished,6300000
302,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
247,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
379,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,3633000
209,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,4900000
581,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
946,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,3500000
36,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
475,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2961000
519,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
175,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,5250000
529,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
1050,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
40,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,7875000
949,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,3493000
1074,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
514,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
245,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,4550000
873,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,3990000
847,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
829,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
922,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
463,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,3080000
694,6600,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished,5600000
678,4800,3,1,3,yes,no,no,no,yes,0,no,unfurnished,5810000
544,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
179,3180,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5215000
1052,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
1084,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,1855000
708,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,5425000
66,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,6930000
161,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,5460000
439,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
485,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
1065,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,2450000
323,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
363,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,3710000
590,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
726,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
228,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
225,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,4753000
595,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,7420000
845,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4200000
869,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,4007500
833,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
908,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,3710000
54,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,7350000
396,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
1053,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
857,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,4098500
540,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,1820000
131,5828,4,1,4,yes,yes,no,no,no,0,no,semi-furnished,5810000
1009,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
1055,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
142,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
403,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
953,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
977,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
951,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3465000
153,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
713,4260,4,1,2,yes,no,yes,no,yes,0,no,furnished,5250000
28,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,8400000
316,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,4060000
1026,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
866,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,4025000
334,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,3920000
527,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
543,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
601,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7343000
226,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,4690000
18,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
267,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4403000
159,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,5460000
584,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,7910000
391,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
1032,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,2870000
890,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,3850000
528,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,2275000
942,5900,2,1,1,yes,no,no,no,no,1,no,furnished,3500000
706,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,5460000
749,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
1058,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
465,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
745,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
750,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
836,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
478,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
292,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
974,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
12,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,9310000
794,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished,4543000
169,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
533,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
619,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished,6650000
410,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
417,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
135,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5775000
243,2550,3,1,2,yes,no,yes,no,no,0,no,furnished,4550000
518,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
546,8960,4,4,4,yes,no,no,no,yes,3,no,furnished,12250000
571,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
163,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,5425000
155,6100,3,2,1,yes,no,yes,no,no,2,yes,furnished,5530000
622,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
345,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,3850000
21,7155,3,2,1,yes,yes,yes,no,yes,2,no,unfurnished,8680000
289,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4200000
641,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,6300000
257,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
152,5400,5,1,2,yes,yes,yes,no,yes,0,yes,furnished,5565000
384,4500,2,1,1,no,no,no,no,no,0,no,furnished,3570000
45,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
421,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
132,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
340,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
935,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
724,3180,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5215000
110,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
666,7231,3,1,2,yes,yes,yes,no,yes,0,yes,semi-furnished,5950000
629,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,6510000
342,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,3850000
279,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
699,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
705,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,5460000
81,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
223,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,4760000
967,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,3360000
648,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished,6195000
84,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,6510000
1019,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,2975000
549,7420,4,1,2,yes,yes,yes,no,yes,2,no,furnished,11410000
1066,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,2408000
635,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,6440000
460,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
620,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,6650000
177,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,5243000
39,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,7910000
284,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
1037,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
1079,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
743,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,4935000
93,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
196,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,4970000
375,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,3640000
683,5000,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5740000
510,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
268,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4382000
668,7320,4,2,2,yes,no,no,no,no,0,no,furnished,5950000
1023,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
185,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,5110000
903,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
326,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
492,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
331,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
71,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,6755000
319,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,4060000
786,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,4550000
383,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
273,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
952,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3465000
680,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5775000
348,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,3815000
343,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
956,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
714,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
735,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
883,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
50,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,7420000
603,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
255,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
594,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
120,6540,3,1,1,yes,yes,yes,no,no,2,yes,furnished,5950000
587,6480,3,2,4,yes,no,no,no,yes,2,no,unfurnished,7700000
57,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,7245000
554,5750,3,2,4,yes,yes,no,no,yes,1,yes,unfurnished,9800000
448,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,3150000
860,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,4095000
774,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
295,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,4200000
733,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished,5075000
799,4510,4,1,2,yes,no,no,no,yes,2,no,semi-furnished,4480000
293,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,4200000
470,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
446,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,3150000
240,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
320,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,4060000
119,7020,3,1,1,yes,no,yes,no,yes,2,yes,semi-furnished,5950000
1048,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
515,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
777,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
473,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
296,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,4200000
369,3600,2,1,1,yes,no,no,no,no,0,no,furnished,3675000
1001,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,3118850
200,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
44,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,7560000
664,7020,3,1,1,yes,no,yes,no,yes,2,yes,semi-furnished,5950000
25,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,8540000
173,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
232,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
227,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
1005,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
190,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
1051,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,2604000
907,4050,2,1,1,yes,no,no,no,no,0,no,furnished,3710000
508,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
1089,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
420,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,3360000
791,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4550000
992,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,3150000
983,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
422,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,3360000
440,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,3234000
402,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
78,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,6650000
979,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3290000
564,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
58,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
429,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
454,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,3143000
888,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
333,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3920000
469,4600,2,1,1,yes,no,no,no,no,0,no,furnished,3010000
389,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
231,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
820,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,4319000
101,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
303,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,4200000
11,6000,4,3,2,yes,yes,yes,yes,no,2,no,semi-furnished,9681000
98,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,6293000
653,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
779,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,4620000
884,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
886,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
618,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
810,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4403000
19,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
852,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
109,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
366,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
315,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,4095000
848,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,4200000
42,6480,3,2,4,yes,no,no,no,yes,2,no,unfurnished,7700000
441,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,3220000
371,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
382,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
613,6000,3,1,1,yes,no,no,no,yes,1,no,furnished,6860000
49,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
640,4100,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,6300000
288,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
8,8100,4,1,2,yes,yes,yes,no,yes,2,yes,furnished,9870000
945,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3500000
332,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
269,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,4375000
577,4880,4,2,2,yes,no,no,no,yes,1,yes,furnished,8295000
299,7000,3,1,1,yes,no,no,no,no,3,no,furnished,4200000
359,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,3710000
835,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,4200000
