id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
784,4000,3,1,2,yes,no,no,no,no,1,no,furnished,4585000
364,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
805,3162,3,1,2,yes,no,no,no,yes,1,no,furnished,4473000
642,6400,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,6300000
100,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6230000
485,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
905,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
376,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
937,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
151,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,5565000
421,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
896,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3780000
706,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,5460000
487,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,2870000
568,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,8645000
502,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
84,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,6510000
883,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
729,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
971,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
237,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4620000
266,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,4403000
933,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,3500000
775,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,4690000
357,6930,4,1,2,no,no,no,no,no,1,no,furnished,3773000
858,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,4095000
1058,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
1052,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
980,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
139,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
627,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,6615000
195,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,4970000
28,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,8400000
877,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
466,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
570,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,8540000
334,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,3920000
278,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,4277000
91,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,6419000
956,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
239,4000,3,1,2,yes,no,no,no,no,1,no,furnished,4585000
216,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,4830000
354,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
257,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
513,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
211,12900,3,1,1,yes,no,no,no,no,2,no,furnished,4900000
178,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
991,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,3150000
17,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,8960000
226,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,4690000
461,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,3080000
876,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
265,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4403000
285,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
1017,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
1077,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,2135000
67,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
735,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
73,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
726,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
509,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
291,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
36,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
194,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,5005000
860,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,4095000
899,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
469,4600,2,1,1,yes,no,no,no,no,0,no,furnished,3010000
641,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,6300000
205,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
146,10500,2,1,1,yes,no,no,no,no,1,no,semi-furnished,5600000
186,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,5110000
127,6500,3,2,3,yes,no,no,no,yes,0,no,unfurnished,5880000
638,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
936,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
79,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
547,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
384,4500,2,1,1,no,no,no,no,no,0,no,furnished,3570000
142,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
1063,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
871,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
247,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
1003,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
173,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
455,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
317,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,4060000
564,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
286,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
677,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
776,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
89,8580,5,3,2,yes,no,no,no,no,2,no,furnished,6440000
773,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
510,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
383,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
915,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
138,5000,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5740000
731,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,5110000
48,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
260,3162,3,1,2,yes,no,no,no,yes,1,no,furnished,4473000
885,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
768,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,4760000
426,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
846,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
493,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
134,7000,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished,5803000
644,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
918,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,3640000
907,4050,2,1,1,yes,no,no,no,no,0,no,furnished,3710000
543,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
734,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,5040000
671,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,5880000
191,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
420,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,3360000
941,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
744,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
140,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
389,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
841,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,4200000
828,4360,4,1,2,yes,no,no,no,no,0,no,furnished,4270000
903,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
655,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
471,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,3010000
716,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5250000
1072,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
807,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4445000
719,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
358,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
1050,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
973,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
393,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
1040,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,2730000
4,7420,4,1,2,yes,yes,yes,no,yes,2,no,furnished,11410000
413,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
148,6360,3,1,3,yes,no,no,no,no,0,yes,semi-furnished,5600000
977,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
763,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,4830000
516,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
651,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
665,6540,3,1,1,yes,yes,yes,no,no,2,yes,furnished,5950000
621,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
371,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
128,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
536,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,1960000
736,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
571,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
232,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
259,6360,2,1,1,yes,no,yes,no,yes,1,no,furnished,4473000
603,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
1044,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
341,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
459,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,3115000
280,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
701,6900,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished,5523000
477,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,2940000
445,3450,1,1,1,yes,no,no,no,no,0,no,furnished,3150000
816,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
624,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
898,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
41,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,7840000
823,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,4277000
29,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,8400000
319,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,4060000
851,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4165000
888,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
688,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
1032,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,2870000
635,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,6440000
822,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
446,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,3150000
725,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,5215000
617,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,6720000
1015,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
541,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1767150
928,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
382,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
302,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
730,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,5110000
352,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,3780000
661,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,6020000
11,6000,4,3,2,yes,yes,yes,yes,no,2,no,semi-furnished,9681000
1074,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
212,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
225,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,4753000
298,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,4200000
63,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,7035000
220,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,4795000
996,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3150000
585,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,7875000
818,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
207,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
975,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
863,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4060000
86,6670,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6510000
500,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
202,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
1010,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
797,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
80,6000,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished,6629000
512,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
887,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,3850000
506,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,2604000
927,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
592,6600,3,1,4,yes,no,no,no,yes,3,yes,furnished,7490000
310,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,4130000
961,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,3395000
30,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
267,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4403000
110,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
215,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
728,7980,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5145000
994,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,3150000
769,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,4760000
766,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,4767000
676,5828,4,1,4,yes,yes,no,no,no,0,no,semi-furnished,5810000
868,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
227,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
821,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
130,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,5866000
1089,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
588,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
391,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
199,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
974,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
323,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
320,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,4060000
779,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,4620000
718,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
916,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
251,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
733,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished,5075000
704,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,5460000
282,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,4270000
411,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
988,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
69,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,6790000
235,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,4620000
801,4000,3,1,2,yes,no,no,no,no,2,no,furnished,4480000
545,7420,4,2,3,yes,no,no,no,yes,2,yes,furnished,13300000
111,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
355,8250,3,1,1,yes,no,no,no,no,2,no,furnished,3773000
396,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
109,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
300,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4200000
620,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,6650000
415,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
600,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,7350000
51,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,7420000
563,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
1047,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
401,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,3500000
72,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,6720000
3,7500,4,2,2,yes,no,yes,no,yes,3,yes,furnished,12215000
8,8100,4,1,2,yes,yes,yes,no,yes,2,yes,furnished,9870000
962,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
658,9620,3,1,1,yes,no,yes,no,no,2,yes,furnished,6083000
859,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
201,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,4900000
386,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,3535000
694,6600,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished,5600000
338,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
889,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
131,5828,4,1,4,yes,yes,no,no,no,0,no,semi-furnished,5810000
465,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
742,2800,3,2,2,no,no,yes,no,yes,1,no,semi-furnished,4956000
1030,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
674,11460,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,5873000
630,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
340,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
90,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,6440000
419,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,3360000
361,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
636,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,6419000
565,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
659,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
976,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,3290000
412,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
133,4800,3,1,3,yes,no,no,no,yes,0,no,unfurnished,5810000
117,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished,5950000
794,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished,4543000
687,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
137,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
528,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,2275000
284,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
1,8960,4,4,4,yes,no,no,no,yes,3,no,furnished,12250000
519,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
878,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3920000
705,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,5460000
1042,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
60,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
1057,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
181,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
1051,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,2604000
919,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,3640000
526,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,2310000
281,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
842,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,4200000
825,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
615,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6790000
826,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
787,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
534,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
957,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
1038,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
141,6660,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,5652500
261,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4473000
230,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,4690000
622,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
590,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
1067,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
43,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
308,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4165000
605,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
1008,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,3080000
511,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
380,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
1011,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
56,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7343000
503,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
777,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
456,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,3118850
204,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
395,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
366,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
228,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
339,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
344,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
497,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
378,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
388,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,3500000
633,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,6475000
23,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,8645000
772,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
439,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
689,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
1018,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
10,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
673,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
608,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,7035000
124,6525,3,2,4,yes,no,no,no,no,1,no,furnished,5950000
697,5400,5,1,2,yes,yes,yes,no,yes,0,yes,furnished,5565000
695,5136,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished,5600000
200,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
118,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
758,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,4893000
945,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3500000
684,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
1080,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
306,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4165000
748,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
824,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
242,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
1061,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
240,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
943,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
628,6000,3,2,4,yes,no,no,no,yes,0,no,semi-furnished,6580000
981,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
522,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
337,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
1012,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3010000
613,6000,3,1,1,yes,no,no,no,yes,1,no,furnished,6860000
34,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,8120000
347,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,3836000
809,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,4410000
116,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,6020000
271,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
174,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
59,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,7210000
1009,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
626,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
125,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,5943000
58,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
478,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
796,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
538,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
759,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,4865000
144,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
450,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3150000
458,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
